record_id,recording_taken,botanist_id,plant_id,last_watered,soil_moisture,temperature
76,2023-05-11 10:36:31,2,30,2023-05-10 14:29:54,28.03451112027834,10.616522356428352
77,2023-05-11 10:36:32,1,31,2023-05-10 14:05:58,28.316289295145623,13.565076781123754
78,2023-05-11 10:36:33,2,32,2023-05-10 13:44:15,26.76556901072125,27.954963651247983
79,2023-05-11 10:36:34,1,33,2023-05-10 13:32:46,25.144513770977294,12.948134138209118
80,2023-05-11 10:36:35,2,34,2023-05-10 14:09:55,30.82657484398496,12.325774786487742
81,2023-05-11 10:36:38,3,35,2023-05-10 14:23:43,30.69015352571429,11.097252447101454
82,2023-05-11 10:36:39,2,36,2023-05-10 13:46:06,30.20098439534884,11.081594334441697
83,2023-05-11 10:36:41,1,37,2023-05-10 14:18:23,27.265392194029843,13.413542719633808
84,2023-05-11 10:36:42,3,38,2023-05-10 14:05:38,31.73347794362292,9.105926054409784
85,2023-05-11 10:36:43,1,39,2023-05-10 13:45:13,29.953081950559707,11.777044337588034
86,2023-05-11 10:36:44,1,40,2023-05-10 14:49:43,31.25361901061777,9.873605009302572
87,2023-05-11 10:36:45,2,41,2023-05-10 13:32:40,27.697626814108677,9.586015668919316
88,2023-05-11 10:36:46,2,42,2023-05-10 14:04:23,28.48828089941973,9.026112902585195
89,2023-05-11 10:36:47,3,43,2023-05-10 14:12:39,32.36819427255986,13.336348202755849
90,2023-05-11 10:36:48,3,44,2023-05-10 13:30:18,-8.557171638571432,13.352198341060928
91,2023-05-11 10:36:49,1,45,2023-05-10 14:31:09,29.355030868164064,14.902115074061296
92,2023-05-11 10:36:50,3,46,2023-05-10 14:02:15,28.011823929057343,28.966548553748098
93,2023-05-11 10:35:42,1,1,2023-05-10 14:03:04,28.404458270087133,13.182682535903169
94,2023-05-11 10:35:44,2,2,2023-05-10 13:54:32,26.70031666929134,12.038702345291828
95,2023-05-11 10:35:49,1,3,2023-05-10 14:10:54,33.125177395814376,9.149281591894043
96,2023-05-11 10:35:52,3,4,2023-05-10 14:50:16,31.665435769452458,10.012901293242534
97,2023-05-11 10:35:54,1,5,2023-05-10 13:16:25,23.68828142644135,11.337119920126804
98,2023-05-11 10:35:59,1,6,2023-05-10 14:56:18,33.0353679422895,11.20131737564594
99,2023-05-11 10:36:04,3,7,2023-05-10 13:35:35,29.90768935032437,10.97618648776154
100,2023-05-11 10:36:05,3,8,2023-05-10 13:23:01,24.07095399701789,11.54421139154088
101,2023-05-11 10:36:06,2,9,2023-05-10 14:12:43,29.07830958937197,10.608133889101092
102,2023-05-11 10:36:07,2,10,2023-05-10 13:04:57,25.29317043201543,13.957996976148092
103,2023-05-11 10:36:08,2,11,2023-05-10 13:37:24,29.28383379775281,9.476537928192148
104,2023-05-11 10:36:10,3,12,2023-05-10 13:13:51,24.421063937131635,12.824229358345033
105,2023-05-11 10:36:11,3,13,2023-05-10 13:36:47,30.738524569202568,9.5486698930085
106,2023-05-11 10:36:12,2,14,2023-05-10 14:17:54,31.234128603010348,13.15825105621798
107,2023-05-11 10:36:13,2,15,2023-05-10 13:45:31,26.42902840490196,9.992299662700178
108,2023-05-11 10:36:14,2,16,2023-05-10 13:50:40,-6.764275505714281,13.298383815378289
109,2023-05-11 10:36:15,1,17,2023-05-10 14:02:40,28.209627035887493,9.7921694523413
110,2023-05-11 10:36:16,1,18,2023-05-10 14:29:39,29.710874362135925,9.05465842735451
111,2023-05-11 10:36:17,2,19,2023-05-10 13:24:30,28.88378663280521,13.869102936781314
112,2023-05-11 10:36:18,1,20,2023-05-10 14:49:34,30.39629345747801,8.619830541363601
113,2023-05-11 10:36:19,3,47,2023-05-10 14:23:59,30.92060164957265,11.034030748018829
114,2023-05-11 10:36:20,2,21,2023-05-10 13:03:26,24.39126422807017,9.559940038059873
115,2023-05-11 10:36:21,1,22,2023-05-10 14:44:00,28.814363747263684,13.069274128155328
116,2023-05-11 10:36:23,2,23,2023-05-10 13:58:41,30.00733235155513,11.599989586395548
117,2023-05-11 10:36:24,1,24,2023-05-10 14:23:18,33.03944887672493,14.161994271434104
118,2023-05-11 10:36:25,1,25,2023-05-10 14:58:20,32.616775227836044,10.768509398211515
119,2023-05-11 10:36:25,1,26,2023-05-10 14:37:02,28.107951198801203,12.41834634067278
120,2023-05-11 10:36:26,2,27,2023-05-10 13:11:24,27.87384447333957,10.856453447945102
121,2023-05-11 10:36:27,1,28,2023-05-10 13:55:19,31.428389480662982,14.520883172162112
122,2023-05-11 10:36:28,2,29,2023-05-10 13:05:43,25.53293240192308,13.37261801031712
123,2023-05-11 10:36:29,2,30,2023-05-10 14:29:54,28.03602654473161,10.61648210208731
124,2023-05-11 10:36:30,1,31,2023-05-10 14:05:58,28.31781073495145,13.565004311578177
125,2023-05-11 10:36:32,2,32,2023-05-10 13:44:15,26.76692757797271,13.424189764346872
126,2023-05-11 10:36:33,1,33,2023-05-10 13:32:46,25.14596991707799,12.948087269068868
127,2023-05-11 10:36:34,2,34,2023-05-10 14:09:55,30.82746692575188,12.325732354364453
128,2023-05-11 10:36:35,3,35,2023-05-10 14:23:43,30.69286781714285,11.097182402030192
129,2023-05-11 10:36:36,2,36,2023-05-10 13:46:06,30.204304476279063,14.603093517099984
130,2023-05-11 10:36:37,1,37,2023-05-10 14:18:23,27.269295964179108,13.413418901436184
131,2023-05-11 10:36:38,3,38,2023-05-10 14:05:38,31.737107797597037,9.10575611661772
132,2023-05-11 10:36:39,1,39,2023-05-10 13:45:13,29.95616851119404,11.77685806679389
133,2023-05-11 10:36:40,1,40,2023-05-10 14:49:43,31.25682897683397,9.87350584832392
134,2023-05-11 10:36:42,2,41,2023-05-10 13:32:40,27.69984343565301,9.585908883953309
135,2023-05-11 10:36:44,2,42,2023-05-10 14:04:23,28.489884021276595,9.0260229687261
136,2023-05-11 10:36:46,3,43,2023-05-10 14:12:39,32.368443325046044,13.336310950938596
137,2023-05-11 10:36:48,3,44,2023-05-10 13:30:18,-8.558292482857155,13.35221849095778
138,2023-05-11 10:36:50,1,45,2023-05-10 14:31:09,29.35379839746093,14.902133566102076
139,2023-05-11 10:36:51,3,46,2023-05-10 14:02:15,28.01099747133138,9.41108600800698
140,2023-05-11 10:35:44,1,1,2023-05-10 14:03:04,28.402053359148116,13.182754391504758
141,2023-05-11 10:35:49,2,2,2023-05-10 13:54:32,26.695123024606303,12.038791947460709
142,2023-05-11 10:35:52,1,3,2023-05-10 14:10:54,33.12193480254777,9.149424674414856
143,2023-05-11 10:35:54,3,4,2023-05-10 14:50:16,31.662991450528335,10.012975812074814
144,2023-05-11 10:36:00,1,5,2023-05-10 13:16:25,23.682837030815108,28.69739346999831
145,2023-05-11 10:36:05,1,6,2023-05-10 14:56:18,33.02990348912016,11.20151215881181
146,2023-05-11 10:36:06,3,7,2023-05-10 13:35:35,29.905932168674696,10.97623201349153
147,2023-05-11 10:36:08,3,8,2023-05-10 13:23:01,24.068378334990054,11.544341324945924
148,2023-05-11 10:36:09,2,9,2023-05-10 14:12:43,29.076201529468605,10.608201986288003
149,2023-05-11 10:36:10,2,10,2023-05-10 13:04:57,25.290610536162006,13.958054673645922
150,2023-05-11 10:36:11,2,11,2023-05-10 13:37:24,29.281358371722845,9.476629391714798
151,2023-05-11 10:36:12,3,12,2023-05-10 13:13:51,24.419033581532418,12.824329189222537
152,2023-05-11 10:36:13,3,13,2023-05-10 13:36:47,30.736646023831355,9.548760919092237
153,2023-05-11 10:36:14,2,14,2023-05-10 14:17:54,31.23214506114769,13.158348488273807
154,2023-05-11 10:36:15,2,15,2023-05-10 13:45:31,26.42726608235293,9.992353236297104
155,2023-05-11 10:36:16,2,16,2023-05-10 13:50:40,-6.766475705714271,13.29843834591268
156,2023-05-11 10:36:17,1,17,2023-05-10 14:02:40,28.208091815712905,9.792245850134892
157,2023-05-11 10:36:18,1,18,2023-05-10 14:29:39,29.70937386601942,9.054757252480922
158,2023-05-11 10:36:19,2,19,2023-05-10 13:24:30,28.882372890027952,13.869140630451223
159,2023-05-11 10:36:20,1,20,2023-05-10 14:49:34,30.39474306158357,8.61991656065831
160,2023-05-11 10:36:21,3,47,2023-05-10 14:23:59,30.91872203608737,11.034097389044742
161,2023-05-11 10:36:22,2,21,2023-05-10 13:03:26,24.389362042884983,9.559994264301224
162,2023-05-11 10:36:23,1,22,2023-05-10 14:44:00,28.81243198308458,13.069323179876102
163,2023-05-11 10:36:24,2,23,2023-05-10 13:58:41,30.00594116682376,11.600011338951523
164,2023-05-11 10:36:25,1,24,2023-05-10 14:23:18,33.03804714075437,14.162015233329573
165,2023-05-11 10:36:26,1,25,2023-05-10 14:58:20,32.61489726787416,10.76855792398757
166,2023-05-11 10:36:27,1,26,2023-05-10 14:37:02,28.105964541458548,12.418382551495045
167,2023-05-11 10:36:29,2,27,2023-05-10 13:11:24,27.871155378858745,10.856583143345222
168,2023-05-11 10:36:31,1,28,2023-05-10 13:55:19,31.424626769797413,14.520981965768916
169,2023-05-11 10:36:32,2,29,2023-05-10 13:05:43,25.528880710576917,13.372726228957497
170,2023-05-11 10:36:33,2,30,2023-05-10 14:29:54,28.031857294234584,10.616562633894084
171,2023-05-11 10:36:34,1,31,2023-05-10 14:05:58,28.313706859223306,13.565149292287837
172,2023-05-11 10:36:35,2,32,2023-05-10 13:44:15,26.76330090740741,13.4242820881958
173,2023-05-11 10:36:36,1,33,2023-05-10 13:32:46,25.14239545212241,12.948227916833703
174,2023-05-11 10:36:37,2,34,2023-05-10 14:09:55,30.82455702255639,12.325859687247991
175,2023-05-11 10:36:38,3,35,2023-05-10 14:23:43,30.68993366571429,11.097252447101454
176,2023-05-11 10:36:39,2,36,2023-05-10 13:46:06,30.20140244465117,11.081594334441697
177,2023-05-11 10:36:41,1,37,2023-05-10 14:18:23,27.265273967164177,13.413542719633808
178,2023-05-11 10:36:43,3,38,2023-05-10 14:05:38,31.73232907486137,9.105968569272388
179,2023-05-11 10:36:44,1,39,2023-05-10 13:45:13,29.951880330223887,11.77709093861423
180,2023-05-11 10:36:46,1,40,2023-05-10 14:49:43,31.2509825492278,9.873654632359353
181,2023-05-11 10:36:50,2,41,2023-05-10 13:32:40,27.692939909437555,9.58619384750139
182,2023-05-11 10:36:51,2,42,2023-05-10 14:04:23,28.483551544487423,9.02629292458781
183,2023-05-11 10:36:52,3,43,2023-05-10 14:12:39,32.36287167955801,24.254027723859394
184,2023-05-11 10:36:54,3,44,2023-05-10 13:30:18,-8.566670168571434,13.35233951123342
185,2023-05-11 10:36:55,1,45,2023-05-10 14:31:09,29.34898403515625,14.902226105506829
186,2023-05-11 10:36:56,3,46,2023-05-10 14:02:15,28.00618178231292,9.411308409226738
187,2023-05-11 10:35:45,1,1,2023-05-10 14:03:04,28.40160324782188,13.182790335009743
188,2023-05-11 10:35:46,2,2,2023-05-10 13:54:32,26.69852844980315,12.038738170509866
189,2023-05-11 10:35:48,1,3,2023-05-10 14:10:54,33.126475184713385,9.149186272879628
190,2023-05-11 10:35:50,3,4,2023-05-10 14:50:16,31.6670721623439,10.012826817707866
191,2023-05-11 10:35:54,1,5,2023-05-10 13:16:25,23.68794916302187,11.337119920126804
192,2023-05-11 10:36:00,1,6,2023-05-10 14:56:18,33.03435246736045,11.201349815994115
193,2023-05-11 10:36:06,3,7,2023-05-10 13:35:35,29.906020281742343,10.97623201349153
194,2023-05-11 10:36:09,3,8,2023-05-10 13:23:01,24.06753128528827,11.544384661141052
195,2023-05-11 10:36:10,2,9,2023-05-10 14:12:43,29.074896539130435,10.608224698480116
196,2023-05-11 10:36:11,2,10,2023-05-10 13:04:57,25.28985859112825,13.95807391726643
197,2023-05-11 10:36:12,2,11,2023-05-10 13:37:24,29.28050946161049,9.47665989717994
198,2023-05-11 10:36:13,3,12,2023-05-10 13:13:51,24.418096023575643,12.82437912629256
199,2023-05-11 10:36:15,3,13,2023-05-10 13:36:47,30.73474839138406,9.54885199775545
200,2023-05-11 10:36:16,2,14,2023-05-10 14:17:54,31.229603687676388,13.158445976592184
201,2023-05-11 10:36:18,2,15,2023-05-10 13:45:31,26.42403173921568,9.992433654679967
202,2023-05-11 10:36:19,2,16,2023-05-10 13:50:40,-6.77060600857142,13.298520200719466
203,2023-05-11 10:36:20,1,17,2023-05-10 14:02:40,28.20498925024249,9.79236052946684
204,2023-05-11 10:36:21,1,18,2023-05-10 14:29:39,29.70624960194175,9.054905597039674
205,2023-05-11 10:36:22,2,19,2023-05-10 13:24:30,28.879348849021422,13.869197211705432
206,2023-05-11 10:36:23,1,20,2023-05-10 14:49:34,30.391581517106545,8.620045682564486
207,2023-05-11 10:36:24,3,47,2023-05-10 14:23:59,30.91564334188034,11.03419742258294
208,2023-05-11 10:36:26,2,21,2023-05-10 13:03:26,24.385242419103307,9.560102810492884
209,2023-05-11 10:36:28,1,22,2023-05-10 14:44:00,28.807284809950247,13.069445932757848
210,2023-05-11 10:36:29,2,23,2023-05-10 13:58:41,30.001058004712533,11.600120195636512
211,2023-05-11 10:36:30,1,24,2023-05-10 14:23:18,33.03322772585096,14.162120133271156
212,2023-05-11 10:36:32,1,25,2023-05-10 14:58:20,32.60967739942804,10.768703668824994
213,2023-05-11 10:36:33,1,26,2023-05-10 14:37:02,28.10052616283716,12.418491308922194
214,2023-05-11 10:36:34,2,27,2023-05-10 13:11:24,27.86685624976613,10.856799550881004
215,2023-05-11 10:36:36,1,28,2023-05-10 13:55:19,31.4204468213628,14.521105617441345
216,2023-05-11 10:36:37,2,29,2023-05-10 13:05:43,25.52463130865385,13.37286167710075
217,2023-05-11 10:36:38,2,30,2023-05-10 14:29:54,28.02746399602385,10.616663428723648
218,2023-05-11 10:36:39,1,31,2023-05-10 14:05:58,28.30947427572815,13.565330752269478
219,2023-05-11 10:36:41,2,32,2023-05-10 13:44:15,26.75783367251462,13.424466974298694
220,2023-05-11 10:36:43,1,33,2023-05-10 13:32:46,25.1361475538006,12.948556565608037
221,2023-05-11 10:36:45,2,34,2023-05-10 14:09:55,30.817575640037603,12.326199777106806
222,2023-05-11 10:36:46,3,35,2023-05-10 14:23:43,30.682756209523816,11.09743952844546
223,2023-05-11 10:36:47,2,36,2023-05-10 13:46:06,30.19415573860465,11.081795459209712
224,2023-05-11 10:36:48,1,37,2023-05-10 14:18:23,27.25845473134328,13.413759742840709
225,2023-05-11 10:36:49,3,38,2023-05-10 14:05:38,31.726797583179305,9.106223913914212
226,2023-05-11 10:36:51,1,39,2023-05-10 13:45:13,29.94556706436568,11.777417519041313
227,2023-05-11 10:36:52,1,40,2023-05-10 14:49:43,31.24588053378379,9.873803671787607
228,2023-05-11 10:36:53,2,41,2023-05-10 13:32:40,27.68995886177312,9.586300876826034
229,2023-05-11 10:36:54,2,42,2023-05-10 14:04:23,28.480504769825917,9.026473152291004
230,2023-05-11 10:36:55,3,43,2023-05-10 14:12:39,32.36082528268878,13.33664660055175
231,2023-05-11 10:36:56,3,44,2023-05-10 13:30:18,-8.568664402857138,13.352379897377936
232,2023-05-11 10:36:57,1,45,2023-05-10 14:31:09,29.347637215820317,14.9022446292273
233,2023-05-11 10:36:57,3,46,2023-05-10 14:02:15,28.00492967832848,9.411352927526508
234,2023-05-11 10:36:39,1,1,2023-05-10 14:03:04,28.348583784123903,13.184746826342126
235,2023-05-11 10:36:41,1,3,2023-05-10 14:10:54,33.07761352047315,9.151779349434165
236,2023-05-11 10:36:42,3,4,2023-05-10 14:50:16,31.61690551681076,10.014777249448734
237,2023-05-11 10:36:43,1,5,2023-05-10 13:16:25,23.639464141153084,11.338216686752933
238,2023-05-11 10:36:44,1,6,2023-05-10 14:56:18,32.99282140491958,11.202786500289998
239,2023-05-11 10:36:45,3,7,2023-05-10 13:35:35,29.869610659870247,10.977125031514158
240,2023-05-11 10:36:47,3,8,2023-05-10 13:23:01,24.02945883101393,11.546040719075574
241,2023-05-11 10:36:48,2,9,2023-05-10 14:12:43,29.03838463671498,24.923766995660834
242,2023-05-11 10:36:49,2,10,2023-05-10 13:04:57,25.253372760848592,13.958809294262776
243,2023-05-11 10:36:50,2,11,2023-05-10 13:37:24,29.24513528745318,9.477825633057718
244,2023-05-11 10:36:51,3,12,2023-05-10 13:13:51,24.38105118565815,12.826287418268668
245,2023-05-11 10:36:52,3,13,2023-05-10 13:36:47,30.70089443813015,9.550546434799603
246,2023-05-11 10:36:53,2,14,2023-05-10 14:17:54,31.19492660395109,73.11911051609138
247,2023-05-11 10:36:55,2,15,2023-05-10 13:45:31,26.387745730392155,9.99343120144159
248,2023-05-11 10:36:56,2,16,2023-05-10 13:50:40,-6.823457731428576,13.299535563766844
249,2023-05-11 10:36:57,1,17,2023-05-10 14:02:40,28.169378090203693,9.79378305987794
250,2023-05-11 10:36:58,1,18,2023-05-10 14:29:39,29.670606927184465,9.056745721786172
251,2023-05-11 10:36:59,2,19,2023-05-10 13:24:30,28.845138494874192,13.869899066796863
252,2023-05-11 10:37:00,1,20,2023-05-10 14:49:34,30.355738315738023,8.621647356299533
253,2023-05-11 10:37:01,3,47,2023-05-10 14:23:59,30.881260379867054,11.035404562576138
254,2023-05-11 10:37:02,2,21,2023-05-10 13:03:26,24.350448688109168,9.561085347385143
255,2023-05-11 10:37:03,1,22,2023-05-10 14:44:00,28.772720135323382,13.070310144917546
256,2023-05-11 10:37:04,2,23,2023-05-10 13:58:41,29.96842727615457,11.600886573626358
257,2023-05-11 10:37:05,1,24,2023-05-10 14:23:18,33.0014715924563,14.16285865352141
258,2023-05-11 10:37:06,1,25,2023-05-10 14:58:20,32.577408281220215,10.769534301174868
259,2023-05-11 10:37:07,1,26,2023-05-10 14:37:02,28.066698710289717,12.419111140688752
260,2023-05-11 10:37:08,2,27,2023-05-10 13:11:24,27.83520484003741,10.858279359067197
261,2023-05-11 10:37:09,1,28,2023-05-10 13:55:19,31.390333950276244,14.521926166694069
262,2023-05-11 10:37:10,2,29,2023-05-10 13:05:43,25.493171333653848,13.373760505941432
263,2023-05-11 10:37:11,2,30,2023-05-10 14:29:54,27.994582426441355,10.617332298360784
264,2023-05-11 10:37:12,1,31,2023-05-10 14:05:58,28.27729247087377,13.566534909988652
265,2023-05-11 10:37:13,2,32,2023-05-10 13:44:15,26.72680418810916,13.425458400760457
266,2023-05-11 10:37:14,2,34,2023-05-10 14:09:55,30.790155931390984,12.327439130804745
267,2023-05-11 10:37:15,3,35,2023-05-10 14:23:43,30.65507815142857,11.09812128821748
268,2023-05-11 10:37:16,2,36,2023-05-10 13:46:06,30.16740651906977,11.082503020404392
269,2023-05-11 10:37:16,1,37,2023-05-10 14:18:23,27.229889335323392,13.414632179275316
270,2023-05-11 10:37:18,3,38,2023-05-10 14:05:38,31.700522699630312,9.107421311626725
271,2023-05-11 10:37:18,1,39,2023-05-10 13:45:13,29.91981900559701,11.778683303683255
272,2023-05-11 10:37:19,1,40,2023-05-10 14:49:43,31.219255679536676,9.874477508981172
273,2023-05-11 10:37:20,2,42,2023-05-10 14:04:23,28.45466313056093,9.027649645316856
274,2023-05-11 10:37:21,3,43,2023-05-10 14:12:39,32.33623579834254,13.33762109798096
275,2023-05-11 10:37:22,3,44,2023-05-10 13:30:18,-8.606831281428569,13.3529070122349
276,2023-05-11 10:37:23,1,45,2023-05-10 14:31:09,29.321590074218747,14.90274676507454
277,2023-05-11 10:37:24,3,46,2023-05-10 14:02:15,27.978984808551985,9.412559715727236
278,2023-05-11 10:36:40,1,1,2023-05-10 14:03:04,28.348132615682477,13.184783345386162
279,2023-05-11 10:36:41,1,3,2023-05-10 14:10:54,33.077494913557786,9.151779349434165
280,2023-05-11 10:36:43,3,4,2023-05-10 14:50:16,31.615944687800194,10.014815044434505
281,2023-05-11 10:36:45,1,5,2023-05-10 13:16:25,23.637846501988065,11.338261781730456
282,2023-05-11 10:36:46,1,6,2023-05-10 14:56:18,32.99129058372752,11.202852236542345
283,2023-05-11 10:36:47,3,7,2023-05-10 13:35:35,29.867612205746056,10.977171097309004
284,2023-05-11 10:36:48,3,8,2023-05-10 13:23:01,24.02799138270377,71.17476739591697
285,2023-05-11 10:36:49,2,9,2023-05-10 14:12:43,29.036945074396144,10.60911559332384
286,2023-05-11 10:36:51,2,10,2023-05-10 13:04:57,25.251662878495665,13.95882875466957
287,2023-05-11 10:36:51,3,12,2023-05-10 13:13:51,24.38016916797642,12.826287418268668
288,2023-05-11 10:36:53,3,13,2023-05-10 13:36:47,30.69955648854261,9.55059248003074
289,2023-05-11 10:36:54,2,14,2023-05-10 14:17:54,31.194068223894632,13.160308941926836
